en	meaning_en	fr_translation	fr_gender	de_translation	de_gender	es_translation	es_gender	it_translation	it_gender	pt_translation	pt_gender	ru_translation	ru_gender	ar_translation	ar_gender	hi_translation	hi_gender
carnation	Pink flower; Mother's Day flower; fragrant bloom; buttonhole flower.	œillet	m	Nelke	f	clavel	m	garofano	m	cravo	m	гвоздика	f	قرنفل	m	कार्नेशन	m
carnival	Festival; fair; celebration; amusement show.	carnaval	m	Karneval	m	carnaval	m	carnevale	m	carnaval	m	карнавал	m	كرنفال	m	कार्निवल	m
carol	Christmas song; joyful song; to sing happily; hymn.	chant	m	Weihnachtslied	n	villancico	m	carola	f	cântico	m	колядка	f	ترنيمة	f	कैरोल	m
carp	Freshwater fish; to complain; pond fish; Asian fish.	carpe	f	Karpfen	m	carpa	f	carpa	f	carpa	f	карп	m	شبوط	m	कार्प	m
carpet	Rug; floor covering; mat; covering.	tapis	m	Teppich	m	alfombra	f	tappeto	m	tapete	m	ковёр	m	سجادة	f	कालीन	m
carriage	Horse-drawn vehicle; train car; baby stroller; posture.	carrosse	m	Kutsche	f	carruaje	m	carrozza	f	carruagem	f	карета	f	عربة	f	गाड़ी	f
carrier	Transporter; company; disease spreader; bag.	transporteur	m	Träger	m	transportista	m	vettore	m	transportador	m	перевозчик	m	ناقل	m	वाहक	m
carrot	Orange root vegetable; rabbit food; healthy vegetable; vitamin source.	carotte	f	Karotte	f	zanahoria	f	carota	f	cenoura	f	морковь	f	جزر	m	गाजर	f
cartoon	Animated film; comic drawing; caricature; funny drawing.	dessin animé	m	Cartoon	m	dibujos animados	m	cartone animato	m	desenho animado	m	мультфильм	m	رسوم متحركة	f	कार्टून	m
case	Situation; container; legal matter; example.	cas	m	Fall	m	caso	m	caso	m	caso	m	случай	m	حالة	f	मामला	m
cash	Money; currency; payment; bills.	argent liquide	m	Bargeld	n	dinero	m	contanti	m	dinheiro	m	наличные	m	نقد	m	नकद	m
cast	Throw; actors; mold; bandage.	moulage	m	Guss	m	molde	m	calco	m	molde	m	литьё	n	قالب	m	कास्ट	m
caste	Social class system.	caste	f	Kaste	f	casta	f	casta	f	casta	f	каста	f	طبقة	f	जाति	f
casting	Selecting actors; molding process.	casting	m	Casting	n	casting	m	casting	m	casting	m	кастинг	m	اختبار أداء	m	कास्टिंग	m
castle	Fortress; palace; stronghold; manor.	château	m	Burg	f	castillo	m	castello	m	castelo	m	замок	m	قلعة	f	किला	m
casual	Informal wear; relaxed person; relaxed; happening by chance.	décontracté	m	Gelegenheit	f	casual	m	casuale	m	casual	m	повседневный	m	عارض	m	कैज़ुअल	m
cat	Feline; pet; animal; kitten.	chat	m	Katze	f	gato	m	gatto	m	gato	m	кот	m	قطة	f	बिल्ली	f
catalog	A complete list of items.	catalogue	m	Katalog	m	catálogo	m	catalogo	m	catálogo	m	каталог	m	كتالوج	m	सूची	f
catalyst	Substance speeding chemical reaction.	catalyseur	m	Katalysator	m	catalizador	m	catalizzatore	m	catalisador	m	катализатор	m	محفز	m	उत्प्रेरक	m
catch	Capture; grab; trap; understand.	prise	f	Fang	m	captura	f	presa	f	captura	f	улов	m	التقاط	m	पकड़	f
category	A class or division of things.	catégorie	f	Kategorie	f	categoría	f	categoria	f	categoria	f	категория	f	فئة	f	श्रेणी	f
caterpillar	Butterfly larva; crawling insect; leaf eater; fuzzy worm.	chenille	f	Raupe	f	oruga	f	bruco	m	lagarta	f	гусеница	f	يرقة	f	इल्ली	f
cathedral	Large church; bishop's church; grand religious building.	cathédrale	f	Kathedrale	f	catedral	f	cattedrale	f	catedral	f	собор	m	كاتدرائية	f	महागिरजाघर	m
catholic	Member of Catholic church.	catholique	m	Katholik	m	católico	m	cattolico	m	católico	m	католик	m	كاثوليكي	m	कैथोलिक	m
cattle	Cows and bulls; livestock; bovine animals; farm animals.	bétail	m	Vieh	n	ganado	m	bestiame	m	gado	m	скот	m	ماشية	f	पशु	m
cauliflower	White vegetable with compact head.	chou-fleur	m	Blumenkohl	m	coliflor	f	cavolfiore	m	couve-flor	f	цветная капуста	f	قرنبيط	m	फूलगोभी	f
cause	Reason; purpose; make happen; source.	cause	f	Ursache	f	causa	f	causa	f	causa	f	причина	f	سبب	m	कारण	m
caution	Care; warning; prudence; alertness.	prudence	f	Vorsicht	f	precaución	f	cautela	f	cautela	f	осторожность	f	حذر	m	सावधानी	f
cavalry	Soldiers fighting on horseback.	cavalerie	f	Kavallerie	f	caballería	f	cavalleria	f	cavalaria	f	кавалерия	f	فرسان	f	घुड़सवार सेना	f
cave	Underground hollow; cavern; den; rock shelter.	grotte	f	Höhle	f	cueva	f	grotta	f	gruta	f	пещера	f	كهف	m	गुफा	m
ceasefire	Temporary stop in fighting.	cessez-le-feu	m	Waffenstillstand	m	cese al fuego	m	cessate il fuoco	m	cessar-fogo	m	прекращение огня	n	وقف إطلاق نار	m	युद्धविराम	m
cedar	Type of evergreen tree.	cèdre	m	Zeder	f	cedro	m	cedro	m	cedro	m	кедр	m	أرز	m	देवदार	m
ceiling	Roof; top; limit; maximum.	plafond	m	Decke	f	techo	m	soffitto	m	teto	m	потолок	m	سقف	m	छत	f
celebration	Party; festival; commemoration; joy.	célébration	f	Feier	f	celebración	f	celebrazione	f	comemoração	f	празднование	n	احتفال	m	उत्सव	m
celebrity	Famous person; star; well-known person; public figure.	célébrité	f	Berühmtheit	f	celebridad	f	celebrità	f	celebridade	f	знаменитость	f	شهرة	f	प्रसिद्ध व्यक्ति	m
celery	Green vegetable with long stalks.	céleri	m	Sellerie	f	apio	m	sedano	m	aipo	m	сельдерей	m	كرفس	m	अजमोद	m
cell	Room; biology unit; prison; phone.	cellule	f	Zelle	f	célula	f	cellula	f	célula	f	клетка	f	خلية	f	कोशिका	f
cellar	Basement; underground storage; wine storage; lower room.	cave	f	Keller	m	sótano	m	cantina	f	porão	m	подвал	m	قبو	m	तहखाना	m
cello	Large stringed musical instrument.	violoncelle	m	Cello	n	violonchelo	m	violoncello	m	violoncelo	m	виолончель	f	تشيللو	m	चेलो	m
cement	Building material; concrete powder; bonding substance; mortar.	ciment	m	Zement	m	cemento	m	cemento	m	cimento	m	цемент	m	إسمنت	m	सीमेंट	m
censor	Person examining content for approval.	censeur	m	Zensor	m	censor	m	censore	m	censor	m	цензор	m	رقيب	m	सेंसर	m
censorship	Suppression of speech or writing.	censure	f	Zensur	f	censura	f	censura	f	censura	f	цензура	f	رقابة	f	सेंसरशिप	m
census	Population count; official survey; demographic study; head count.	recensement	m	Volkszählung	f	censo	m	censimento	m	censo	m	перепись	f	إحصاء	m	जनगणना	f
cent	Penny; one hundredth of dollar; small coin; minimal amount.	cent	m	Cent	m	centavo	m	centesimo	m	centavo	m	цент	m	سنت	m	सेंट	m
center	Middle; facility; focus; hub.	centre	m	Zentrum	n	centro	m	centro	m	centro	m	центр	m	مركز	m	केंद्र	m
centimeter	Metric length unit; one hundredth meter; small measurement.	centimètre	m	Zentimeter	m	centímetro	m	centimetro	m	centímetro	m	сантиметр	m	سنتيمتر	m	सेंटीमीटर	m
century	Hundred years; period; era; age.	siècle	m	Jahrhundert	n	siglo	m	secolo	m	século	m	век	m	قرن	m	सदी	f
cereal	Breakfast food; grain; morning meal; grain crop.	céréales	f	Getreide	n	cereal	m	cereale	m	cereal	m	злак	m	حبوب	f	अनाज	m
ceremonial	Relating to formal ceremony.	cérémonial	m	Zeremoniell	n	ceremonia	f	cerimoniale	m	cerimoniático	m	церемониал	m	مراسم	m	अनुष्ठान	m
ceremony	Ritual; event; service; celebration.	cérémonie	f	Zeremonie	f	ceremonia	f	cerimonia	f	cerimônia	f	церемония	f	حفل	m	समारोह	m
certainty	Sure thing; confidence; assurance; definite fact.	certitude	f	Gewissheit	f	certeza	f	certezza	f	certeza	f	уверенность	f	يقين	m	निश्चितता	f
certificate	Official document; diploma; proof; credential.	certificat	m	Zertifikat	n	certificado	m	certificato	m	certificado	m	сертификат	m	شهادة	f	प्रमाणपत्र	m
chain	Links; series; store group; connection.	chaîne	f	Kette	f	cadena	f	catena	f	cadeia	f	цепь	f	سلسلة	f	शृंखला	m
chair	Seat; furniture; position; leadership.	chaise	f	Stuhl	m	silla	f	sedia	f	cadeira	f	стул	m	كرسي	m	कुर्सी	f
chairman	Board leader; presiding officer; committee head; meeting leader.	président	m	Vorsitzende	m	presidente	m	presidente	m	presidente	m	председатель	m	رئيس	m	अध्यक्ष	m
chalk	Writing material; white substance; blackboard marker; limestone.	craie	f	Kreide	f	tiza	f	gesso	m	giz	m	мел	m	طباشير	m	खड़िया	m
challenge	Difficulty; contest; test; dare.	défi	m	Herausforderung	f	desafío	m	sfida	f	desafio	m	вызов	m	تحد	m	चुनौती	f
chamber	Room; enclosed space; legislative body; heart section.	chambre	f	Kammer	f	cámara	f	camera	f	câmara	f	палата	f	غرفة	f	कमरा	m
champagne	Sparkling wine; celebration drink; French wine; bubbly.	champagne	m	Champagner	m	champán	m	champagne	m	champanhe	m	шампанское	n	شمبانيا	f	शैम्पेन	m
champion	Winner; defender; supporter; best.	champion	m	Champion	m	campeón	m	campione	m	campeão	m	чемпион	m	بطل	m	विजेता	m
championship	Competition for title; tournament; contest; final competition.	championnat	m	Meisterschaft	f	campeonato	m	campionato	m	campeonato	m	чемпионат	m	بطولة	f	चॅंपियनशिप	f
chance	Opportunity; luck; possibility; risk.	chance	f	Chance	f	posibilidad	f	possibilità	f	chance	f	шанс	m	فرصة	f	मौका	m
chancellor	Head of government or university.	chancelier	m	Kanzler	m	canciller	m	cancelliere	m	canceler	m	канцлер	m	مستشار	m	कुलपति	m
change	Alteration; money; transformation; shift.	changement	m	Änderung	f	cambio	m	cambiamento	m	mudança	f	изменение	n	تغيير	m	बदलाव	m
channel	Passage; TV station; route; medium.	chaîne	f	Kanal	m	canal	m	canale	m	canal	m	канал	m	قناة	f	चैनल	m
chapati	Indian flatbread.	chapati	m	Chapati	n	chapati	m	chapati	m	chapati	m	чапати	m	شاباتي	m	चपाती	f
chapel	Small church; prayer room; religious building; worship place.	chapelle	f	Kapelle	f	capilla	f	cappella	f	capela	f	часовня	f	كنيسة صغيرة	f	चैपल	m
chapter	A section of a book.	chapitre	m	Kapitel	n	capítulo	m	capitolo	m	capítulo	m	глава	f	فصل	m	अध्याय	m
character	Person; trait; letter; role.	caractère	m	Charakter	m	carácter	m	carattere	m	caráter	m	характер	m	شخصية	f	चरित्र	m
characteristic	Typical feature; trait; quality; distinctive attribute.	caractéristique	f	Merkmal	n	característica	f	caratteristica	f	característica	f	характеристика	f	خاصية	f	विशेषता	f
charcoal	Burnt wood; drawing material; black substance; fuel.	charbon de bois	m	Holzkohle	f	carbón	m	carbone	m	carvão	m	древесный уголь	m	فحم خشب	m	कोयला	m
charge	Fee; accusation; attack; responsibility.	frais	m	Gebühr	f	cargo	m	accusa	f	encargo	m	плата	f	رسوم	f	आरोप	m
charity	Kindness; organization; donation; goodwill.	charité	f	Wohltätigkeit	f	caridad	f	carità	f	caridade	f	благотворительность	f	خيرية	f	दान	m
charm	Attractiveness; lucky object; to delight; appeal.	charme	m	Charm	m	encanto	m	fascino	m	charme	m	обаяние	n	سحر	m	आकर्षण	m
chart	Graph; map; diagram; plan.	graphique	m	Diagramm	n	gráfico	m	grafico	m	gráfico	m	диаграмма	f	رسم بياني	m	चार्ट	m
charter	Written grant of rights.	charte	f	Charta	f	carta	f	carta	f	carta	f	устав	m	ميثاق	m	अधिकार-पत्र	m
chase	Pursuit; hunt; to pursue; follow; hunt; run after.	chasse	f	Jagd	f	persecución	f	inseguimento	m	perseguição	f	погоня	f	مطاردة	f	पीछा	m
cheat	Fraud; dishonest person; act dishonestly to gain advantage.	tricheur	m	Betrüger	m	estafador	m	imbroglio	m	trapaceiro	m	мошенник	m	محتال	m	धोखेबाज	m
check	Verify; payment; examination; control.	vérification	f	Scheck	m	cheque	m	assegno	m	cheque	m	чек	m	شيك	m	जाँच	f
checkup	Medical examination.	bilan de santé	m	Untersuchung	f	reconocimiento	m	controllo medico	m	exame médico	m	медосмотр	m	فحص طبي	m	जाँच	f
cheek	Side of face; impudence; boldness; facial part.	joue	f	Wange	f	mejilla	f	guancia	f	bochecha	f	щека	f	خد	m	गाल	m
cheer	Shout of encouragement; happiness.	acclamation	f	Jubel	m	vítor	m	incitamento	m	torcer	m	аплодисменты	m	هتاف	m	खुशी	f
cheese	Dairy product; food; milk product.	fromage	m	Käse	m	queso	m	formaggio	m	queijo	m	сыр	m	جبن	m	पनीर	m
chemical	Substance; compound; relating to chemistry; synthetic material.	produit chimique	m	Chemikalie	f	químico	m	chemico	m	químico	m	химикат	m	مادة كيميائية	f	रसायन	m
chemist	Scientist studying chemistry.	chimiste	m	Chemiker	m	químico	m	chimico	m	químico	m	химик	m	كيميائي	m	रसायनज्ञ	m
chemistry	Science of matter; chemical study; attraction between people.	chimie	f	Chemie	f	química	f	chimica	f	química	f	химия	f	كيمياء	f	रसायन	m
cherry	Red fruit; tree fruit; sweet fruit; spring blossom.	cerise	f	Kirsche	f	cereza	f	ciliegia	f	cereja	f	вишня	f	كرز	m	चेरी	f
chess	Board game; strategy game; king and queen game; intellectual game.	échecs	m	Schach	n	ajedrez	m	scacchi	m	xadrez	m	шахматы	m	شطرنج	m	शतरंज	m
chest	Torso; box; container; breast.	poitrine	f	Brust	f	pecho	m	petto	m	peito	m	грудь	f	صدر	m	सीना	m
chestnut	Brown nut from tree.	châtaigne	f	Kastanie	f	castaña	f	castagna	f	castanha	f	каштан	m	كستناء	f	शाहबलूत	m
chew	Bite and grind with teeth.	mâcher	m	Kauen	n	mascar	m	masticare	m	mascar	m	жевание	n	مضغ	m	चबाना	m
chick	Young bird, especially chicken.	poussin	m	Küken	n	polluelo	m	pulcino	m	pintinho	m	цыплёнок	m	فرخ	m	कुकडे का बच्चा	m
chicken	Poultry; bird; meat; coward.	poulet	m	Huhn	n	pollo	m	pollo	m	frango	m	курица	f	دجاج	m	मुर्गी	f
chickpea	Round edible seed; garbanzo bean.	pois chiche	m	Kichererbse	f	garbanzo	m	ceci	m	grão-de-bico	m	нут	m	حمص	m	चना	f
chief	Leader; head; main; primary.	chef	m	Chef	m	jefe	m	capo	m	chefe	m	вождь	m	زعيم	m	मुखिया	m
child	Child; kid; young person; offspring.	enfant	m	Kind	n	niño	m	bambino	m	criança	f	ребёнок	m	طفل	m	बच्चा	m
childhood	Youth; early years; innocence; past.	enfance	f	Kindheit	f	infancia	f	infanzia	f	infância	f	детство	n	طفولة	f	बचपन	m
chill	Cold feeling; relaxed mood; feeling of fear or unease.	froid	m	Kälte	f	frío	m	freddo	m	frio	m	холод	m	برد	m	ठंड	f
chime	Melodious ringing sound; set of bells; harmonious sound.	carillon	m	Glockenspiel	n	carillón	m	carillon	m	carrilhão	m	колокольный звон	m	أجراس	f	घंटियाँ	f
chin	Lower jaw; face bottom; beard area; jaw point.	menton	m	Kinn	n	barbilla	f	mento	m	queixo	m	подбородок	m	ذقن	m	ठुड्डी	f
china	Asian country; porcelain; dinnerware; Middle Kingdom.	Chine	f	China	n	China	f	Cina	f	China	f	Китай	m	الصين	f	चीन	m
chinese	From China; Chinese language; Asian culture; Chinese person.	chinois	m	Chinese	m	chino	m	cinese	m	chinês	m	китаец	m	صيني	m	चीनी	m
chip	Fragment; computer part; snack; gambling token.	puce	f	Chip	m	chip	m	chip	m	chip	m	чип	m	رقاقة	f	चिप	m
chlorine	Chemical element used in water treatment and bleaching; green gas.	chlore	m	Chlor	n	cloro	m	cloro	m	cloro	m	хлор	m	كلور	m	क्लोरीन	m
chocolate	Sweet brown treat; cocoa product; candy; dessert.	chocolat	m	Schokolade	f	chocolate	m	cioccolato	m	chocolate	m	шоколад	m	شوكولاتة	f	चॉकलेट	m
choice	Option; selection; decision; preference.	choix	m	Wahl	f	elección	f	scelta	f	escolha	f	выбор	m	اختيار	m	विकल्प	m
choir	Singing group; church singers; chorus; vocal ensemble.	chœur	m	Chor	m	coro	m	coro	m	coro	m	хор	m	جوقة	f	कोयर	m
choke	Device controlling airflow; to block breathing passage; to fail under pressure.	starter	m	Choke	m	estrangulador	m	strozzatore	m	afogador	m	дроссель	m	خانق	m	गला दबाना	m
chop	Cutting blow; piece cut off; meat cut from ribs.	côtelette	f	Kotelett	n	chuleta	f	costoletta	f	costeleta	f	отбивная	f	قطعة	f	कबाब	m
